L,AG2,AG4,AG6,AG8,AG12,atm
2.68E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.39E-02
2.68E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.30E-01
2.68E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.61E-01
2.68E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.61E-01
2.68E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.58E-01
2.68E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.71E-01
2.68E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.71E-01
2.69E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.26E-01
2.69E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.90E-01
2.69E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.90E-01
2.69E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.01E-01
2.69E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.61E-01
2.69E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.61E-01
2.69E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.35E-01
2.69E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.25E-01
2.69E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.83E-01
2.69E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.83E-01
2.70E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.17E-01
2.70E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.56E-02
2.70E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.56E-02
2.70E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.58E-02
2.70E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.83E-03
2.70E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.83E-03
2.70E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.04E-06
2.70E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.78E-10
2.70E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.78E-10
2.70E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.29E-09
2.71E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.13E-08
2.71E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.13E-08
2.71E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.20E-03
2.71E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.01E-02
2.71E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.01E-02
2.71E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.29E-02
2.71E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.55E-01
2.71E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.44E-01
2.71E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.44E-01
2.71E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.24E-01
2.72E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.46E-01
2.72E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.46E-01
2.72E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.08E-01
2.72E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.44E-01
2.72E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.44E-01
2.72E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.65E-01
2.72E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.43E-01
2.72E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.43E-01
2.72E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.70E-01
2.72E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.86E-01
2.73E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.86E-01
2.73E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.00E-01
2.73E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.13E-01
2.73E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.13E-01
2.73E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.23E-01
2.73E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.30E-01
2.73E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.30E-01
2.73E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.36E-01
2.73E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.39E-01
2.73E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.39E-01
2.74E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.42E-01
2.74E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.43E-01
2.74E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.43E-01
2.74E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.43E-01
2.74E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.39E-01
2.74E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.39E-01
2.74E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.28E-01
2.74E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.15E-01
2.74E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.15E-01
2.74E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.16E-01
2.75E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.21E-01
2.75E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.21E-01
2.75E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.18E-01
2.75E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.05E-01
2.75E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.05E-01
2.75E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.86E-01
2.75E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.59E-01
2.75E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.59E-01
2.75E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.87E-01
2.75E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.14E-01
2.76E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.14E-01
2.76E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.52E-01
2.76E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.03E-01
2.76E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.03E-01
2.76E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.79E-01
2.76E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.75E-01
2.76E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.75E-01
2.76E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.84E-01
2.76E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.18E-01
2.76E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.18E-01
2.77E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.03E-01
2.77E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.03E-01
2.77E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.88E-01
2.77E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.72E-01
2.77E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.72E-01
2.77E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.09E-01
2.77E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.90E-01
2.77E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.90E-01
2.77E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.61E-01
2.77E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.26E-01
2.78E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.26E-01
2.78E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.88E-01
2.78E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.43E-01
2.78E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.43E-01
2.78E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.94E-01
2.78E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.41E-01
2.78E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.41E-01
2.78E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.69E-02
2.78E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.10E-02
2.78E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.10E-02
2.79E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.25E-02
2.79E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.25E-02
2.79E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.83E-03
2.79E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.21E-05
2.79E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.21E-05
2.79E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.39E-07
2.79E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.94E-06
2.79E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.94E-06
2.79E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.88E-06
2.79E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.91E-06
2.80E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.91E-06
2.80E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.22E-07
2.80E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.72E-11
2.80E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.72E-11
2.80E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.01E-16
2.80E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.01E-16
2.80E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.67E-08
2.80E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.18E-06
2.80E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.18E-06
2.80E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.37E-04
2.81E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.70E-04
2.81E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.70E-04
2.81E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.09E-03
2.81E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.26E-03
2.81E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.26E-03
2.81E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.16E-03
2.81E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.16E-03
2.81E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.90E-03
2.81E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.69E-04
2.81E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.69E-04
2.82E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.18E-04
2.82E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.92E-06
2.82E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.92E-06
2.82E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.14E-08
2.82E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.14E-08
2.82E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.82E-17
2.82E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.82E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.82E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.82E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.79E-13
2.83E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.79E-13
2.83E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.51E-09
2.83E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.51E-09
2.83E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.93E-06
2.83E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.25E-05
2.83E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.25E-05
2.83E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.44E-05
2.83E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.21E-05
2.83E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.21E-05
2.83E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.63E-05
2.84E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.63E-05
2.84E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.12E-06
2.84E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.87E-08
2.84E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.87E-08
2.84E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.32E-09
2.84E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.64E-17
2.84E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.64E-17
2.84E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.84E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.84E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.67E-12
2.85E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.29E-08
2.85E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.29E-08
2.85E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.47E-06
2.85E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.47E-06
2.85E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.18E-06
2.85E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.51E-05
2.85E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.51E-05
2.85E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.15E-05
2.85E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.34E-06
2.85E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.34E-06
2.86E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.08E-07
2.86E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.08E-07
2.86E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.46E-10
2.86E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.86E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.86E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.14E-13
2.86E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.14E-13
2.86E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.23E-07
2.86E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.35E-05
2.86E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.35E-05
2.87E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.81E-04
2.87E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.39E-03
2.87E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.39E-03
2.87E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.01E-03
2.87E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.01E-03
2.87E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.33E-03
2.87E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.15E-02
2.87E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.15E-02
2.87E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.37E-02
2.87E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.37E-02
2.88E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.16E-02
2.88E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.61E-02
2.88E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.61E-02
2.88E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.32E-01
2.88E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.32E-01
2.88E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.80E-01
2.88E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.06E-01
2.88E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.06E-01
2.88E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.16E-01
2.88E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.16E-01
2.89E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.09E-01
2.89E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.70E-01
2.89E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.70E-01
2.89E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.75E-02
2.89E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.75E-02
2.89E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.95E-02
2.89E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.32E-02
2.89E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.32E-02
2.89E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.07E-02
2.89E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.07E-02
2.90E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.46E-01
2.90E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.17E-01
2.90E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.17E-01
2.90E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.47E-01
2.90E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.47E-01
2.90E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.49E-01
2.90E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.28E-01
2.90E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.28E-01
2.90E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.92E-01
2.90E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.92E-01
2.91E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.46E-01
2.91E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.07E-02
2.91E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.07E-02
2.91E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.84E-02
2.91E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.84E-02
2.91E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.98E-03
2.91E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.98E-03
2.91E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.79E-04
2.91E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.03E-06
2.91E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.03E-06
2.92E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.44E-04
2.92E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.44E-04
2.92E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.65E-03
2.92E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.62E-02
2.92E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.62E-02
2.92E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.53E-02
2.92E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.53E-02
2.92E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.71E-02
2.92E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.95E-02
2.92E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.95E-02
2.93E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.24E-02
2.93E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.24E-02
2.93E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.51E-02
2.93E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.51E-02
2.93E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.21E-02
2.93E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.77E-03
2.93E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.77E-03
2.93E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.48E-05
2.93E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.48E-05
2.93E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.57E-06
2.94E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.28E-10
2.94E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.28E-10
2.94E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.87E-07
2.94E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.87E-07
2.94E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.58E-04
2.94E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.58E-04
2.94E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.26E-03
2.94E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.34E-03
2.94E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.34E-03
2.94E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.84E-02
2.95E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.84E-02
2.95E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.21E-02
2.95E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.21E-02
2.95E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.53E-02
2.95E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.17E-01
2.95E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.17E-01
2.95E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.34E-01
2.95E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.34E-01
2.95E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.50E-01
2.95E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.50E-01
2.96E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.53E-01
2.96E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.44E-01
2.96E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.44E-01
2.96E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.33E-01
2.96E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.33E-01
2.96E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.25E-01
2.96E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.25E-01
2.96E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.05E-01
2.96E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.35E-02
2.96E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.35E-02
2.97E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.11E-02
2.97E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.11E-02
2.97E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.88E-02
2.97E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.88E-02
2.97E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.49E-02
2.97E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.17E-02
2.97E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.17E-02
2.97E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.06E-03
2.97E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.06E-03
2.97E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.10E-04
2.98E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.10E-04
2.98E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.04E-04
2.98E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.47E-06
2.98E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.47E-06
2.98E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.82E-09
2.98E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.82E-09
2.98E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.98E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.98E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.98E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,0.00E+00
2.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.43E-11
2.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.43E-11
2.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.77E-07
2.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.77E-07
2.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.63E-05
2.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.63E-05
2.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.05E-04
